household_ID,room_ID,ac_ID,type_of_the_ac,is_the_ac_inverter_or_not,is_room_fully_sealed,wattage_of_the_ac,btu_of_the_ac,no_of_hours_ac_was_on_during_daytime_last_week,no_of_hours_ac_was_on_during_night_last_week
ID1114,I_2,I_2_AC_1,1,2,1,0.0,999,0.0,98.0
ID1114,I_4,I_4_AC_1,1,2,1,0.0,999,0.0,0.0
ID1132,I_2,I_2_AC_1,3,1,1,0.0,999,0.0,0.0
ID1132,I_17,I_17_AC_1,3,1,1,0.0,999,0.0,42.0
ID1132,I_18,I_18_AC_1,3,1,1,0.0,999,0.0,42.0
ID1132,I_19,I_19_AC_1,3,1,1,0.0,999,0.0,42.0
ID1132,I_Oth_3,I_Oth_3_AC_1,3,1,1,0.0,0,0.0,0.0
ID1132,I_Oth_3,I_Oth_3_AC_2,3,1,1,0.0,0,0.0,0.0
ID1142,I_13,I_13_AC_1,3,2,1,0.0,18000,0.0,28.0
ID1142,I_14,I_14_AC_1,3,2,1,0.0,12000,0.0,49.0
ID1142,I_15,I_15_AC_1,3,1,1,0.0,12000,0.0,0.0
ID1165,I_4,I_4_AC_1,3,1,1,0.0,12000,0.0,14.0
ID1165,I_5,I_5_AC_1,3,1,1,0.0,12000,0.0,0.0
ID1165,I_6,I_6_AC_1,3,1,1,0.0,12000,0.0,0.0
ID1165,I_8,I_8_AC_1,3,1,1,0.0,12000,0.0,42.0
ID1165,I_9,I_9_AC_1,3,1,1,0.0,12000,0.0,0.0
ID1165,I_10,I_10_AC_1,3,1,1,0.0,12000,0.0,42.0
ID1165,I_11,I_11_AC_1,3,1,1,0.0,12000,0.0,0.0
ID1176,I_4,I_4_AC_1,4,2,1,0.0,999,0.0,0.0
ID1184,I_2,I_2_AC_1,3,1,1,0.0,12000,0.0,15.0
ID1184,I_3,I_3_AC_1,3,1,1,0.0,12000,0.0,0.0
ID1184,I_4,I_4_AC_1,3,1,1,0.0,12000,0.0,15.0
ID1184,I_5,I_5_AC_1,2,1,1,0.0,12000,0.0,0.0
ID1184,I_13,I_13_AC_1,3,1,1,0.0,20000,0.0,0.0
ID1189,I_3,I_3_AC_1,1,1,1,12.0,1000,0.0,1.0
ID1191,I_2,I_2_AC_1,3,2,1,1080.0,12000,6.0,56.0
ID1191,I_3,I_3_AC_1,3,2,1,0.0,12000,0.0,8.0
ID1204,I_5,I_5_AC_1,3,2,1,0.0,12000,0.0,42.0
ID1214,I_1,I_1_AC_1,1,2,1,0.0,12000,0.0,42.0
ID1214,I_1,I_1_AC_2,1,2,1,0.0,12000,0.0,42.0
ID1214,I_1,I_1_AC_3,1,2,1,0.0,12000,0.0,42.0
ID1214,I_2,I_2_AC_1,1,2,1,0.0,12000,0.0,42.0
ID1214,I_2,I_2_AC_2,1,2,1,0.0,12000,0.0,42.0
ID1214,I_2,I_2_AC_3,1,2,1,0.0,12000,42.0,0.0
ID1214,I_3,I_3_AC_1,1,2,1,0.0,12000,0.0,42.0
ID1214,I_3,I_3_AC_2,1,2,1,0.0,12000,0.0,42.0
ID1214,I_3,I_3_AC_3,1,2,1,0.0,12000,0.0,42.0
ID1214,I_3,I_3_AC_4,1,2,1,0.0,12000,0.0,42.0
ID1214,I_4,I_4_AC_1,1,2,1,0.0,12000,0.0,42.0
ID1214,I_4,I_4_AC_2,1,2,1,0.0,12000,0.0,42.0
ID1214,I_4,I_4_AC_3,1,2,1,0.0,12000,0.0,42.0
ID1214,I_5,I_5_AC_1,1,2,1,0.0,12000,0.0,42.0
ID1214,I_5,I_5_AC_2,1,2,1,0.0,12000,0.0,42.0
ID1214,I_5,I_5_AC_3,1,2,1,0.0,12000,0.0,42.0
ID1214,I_6,I_6_AC_1,1,2,1,0.0,12000,0.0,42.0
ID1214,I_6,I_6_AC_2,1,2,1,0.0,12000,0.0,28.0
ID1214,I_6,I_6_AC_3,1,2,1,0.0,12000,0.0,42.0
ID1214,I_8,I_8_AC_1,1,2,1,0.0,12000,0.0,42.0
ID1214,I_8,I_8_AC_2,1,2,1,0.0,12000,0.0,42.0
ID1214,I_8,I_8_AC_3,1,2,1,0.0,12000,0.0,42.0
ID1214,I_9,I_9_AC_1,1,2,1,0.0,12000,0.0,42.0
ID1214,I_9,I_9_AC_2,1,2,1,0.0,12000,0.0,42.0
ID1214,I_9,I_9_AC_3,1,2,1,0.0,12000,0.0,42.0
ID1214,I_10,I_10_AC_1,1,2,1,0.0,12000,0.0,42.0
ID1214,I_10,I_10_AC_2,1,2,1,0.0,12000,0.0,42.0
ID1214,I_10,I_10_AC_3,1,2,1,0.0,12000,0.0,42.0
ID1216,I_2,I_2_AC_1,3,2,2,0.0,12000,0.0,7.0
ID1227,I_1,I_1_AC_1,1,2,1,0.0,999,0.0,35.0
ID1227,I_3,I_3_AC_1,1,2,1,0.0,999,28.0,56.0
ID1227,I_4,I_4_AC_1,1,2,1,0.0,999,28.0,56.0
ID1227,I_5,I_5_AC_1,1,2,1,0.0,999,28.0,56.0
ID1227,I_6,I_6_AC_1,1,2,1,0.0,999,28.0,56.0
ID1227,I_7,I_7_AC_1,1,2,1,0.0,999,28.0,56.0
ID1227,I_8,I_8_AC_1,1,2,1,0.0,999,28.0,56.0
ID1227,I_9,I_9_AC_1,1,2,1,0.0,999,28.0,56.0
ID1227,I_10,I_10_AC_1,1,2,1,0.0,999,28.0,56.0
ID1240,I_1,I_1_AC_1,2,1,2,0.0,999,0.0,0.0
ID1249,I_4,I_4_AC_1,3,1,1,0.0,999,0.0,70.0
ID1277,I_1,I_1_AC_1,6,1,1,0.0,999,0.0,0.0
ID1277,I_2,I_2_AC_1,1,1,1,0.0,999,0.0,0.0
ID1282,I_2,I_2_AC_1,3,2,1,0.0,999,0.0,0.0
ID1282,I_3,I_3_AC_1,4,1,1,6000.0,999,7.0,14.0
ID1282,I_4,I_4_AC_1,4,1,1,0.0,999,0.0,0.0
ID1287,I_4,I_4_AC_1,3,1,1,0.0,1000,0.0,0.0
ID1287,I_5,I_5_AC_1,3,1,1,0.0,16000,0.0,84.0
ID1307,I_2,I_2_AC_1,3,2,1,0.0,18000,0.0,70.0
ID1335,I_3,I_3_AC_1,1,1,1,18.0,999,7.0,21.0
ID1335,I_4,I_4_AC_1,1,1,1,18.0,999,0.0,21.0
ID1335,I_5,I_5_AC_1,1,1,1,18.0,999,7.0,21.0
ID1346,I_6,I_6_AC_1,4,1,2,0.0,1000,0.0,0.0
ID1370,I_2,I_2_AC_1,4,1,1,2000.0,24000,0.0,0.0
ID1370,I_5,I_5_AC_1,4,2,1,1000.0,9000,0.0,0.0
ID1377,I_2,I_2_AC_1,3,1,1,0.0,999,1.0,7.0
ID1377,I_11,I_11_AC_1,3,1,1,0.0,999,3.5,7.0
ID1377,I_12,I_12_AC_1,3,1,1,0.0,999,0.0,1.0
ID1378,I_11,I_11_AC_1,3,2,1,0.0,9000,0.0,21.0
ID1392,I_2,I_2_AC_1,3,1,2,12.0,999,0.0,0.0
ID1392,I_3,I_3_AC_1,3,1,2,12.0,999,0.0,3.5
ID1400,I_5,I_5_AC_1,3,1,1,0.0,999,0.0,42.0
ID1400,I_6,I_6_AC_1,3,1,1,0.0,999,0.0,0.0
ID1406,I_2,I_2_AC_1,3,2,1,0.0,999,0.0,0.0
ID1407,I_3,I_3_AC_1,4,2,1,0.0,999,0.0,4.0
ID1407,I_4,I_4_AC_1,3,1,1,0.0,999,0.0,0.0
ID1415,I_2,I_2_AC_1,3,2,2,0.0,999,0.0,0.0
ID1415,I_11,I_11_AC_1,3,2,1,0.0,999,0.0,0.0
ID1420,I_3,I_3_AC_1,3,1,1,2000.0,999,0.0,0.0
ID1429,I_2,I_2_AC_1,4,1,1,0.0,999,0.0,0.0
ID1438,I_3,I_3_AC_1,4,1,1,0.0,999,0.0,0.0
ID1454,I_3,I_3_AC_1,3,1,1,0.0,999,0.0,0.0
ID1458,I_4,I_4_AC_1,3,1,1,0.0,999,0.0,36.0
ID1472,I_3,I_3_AC_1,3,1,1,0.0,5000,0.0,0.0
ID1472,I_4,I_4_AC_1,3,1,1,0.0,5000,0.0,0.0
ID1472,I_5,I_5_AC_1,3,1,1,0.0,5000,0.0,0.0
ID1480,I_2,I_2_AC_1,3,1,1,0.0,1000,0.0,42.0
ID1480,I_3,I_3_AC_1,3,1,1,0.0,1000,0.0,0.0
ID1484,I_5,I_5_AC_1,3,1,1,0.0,999,0.0,3.0
ID1484,I_6,I_6_AC_1,3,1,1,0.0,999,0.0,2.0
ID1484,I_7,I_7_AC_1,3,1,1,0.0,999,0.0,3.0
ID1521,I_3,I_3_AC_1,3,1,1,24.0,999,70.0,98.0
ID1521,I_4,I_4_AC_1,3,2,1,24.0,999,0.0,28.0
ID1521,I_5,I_5_AC_1,3,1,1,24.0,999,0.0,2.0
ID1521,I_6,I_6_AC_1,3,1,1,24.0,999,48.0,80.0
ID1521,I_7,I_7_AC_1,3,1,1,24.0,999,0.0,0.0
ID1541,I_3,I_3_AC_1,1,1,1,0.0,999,0.0,28.0
ID1559,I_3,I_3_AC_1,3,1,1,900.0,1000,0.0,21.0
ID1581,I_2,I_2_AC_1,3,1,2,13.0,9000,42.0,42.0
ID1581,I_3,I_3_AC_1,3,1,2,13.0,9000,0.0,0.0
ID1581,I_6,I_6_AC_1,3,1,2,13.0,9000,0.0,0.0
ID1583,I_4,I_4_AC_1,1,1,1,0.0,999,0.0,0.0
ID1583,I_5,I_5_AC_1,1,1,1,0.0,999,0.0,14.0
ID1588,I_6,I_6_AC_1,3,2,1,0.0,1000,0.0,12.0
ID1600,I_3,I_3_AC_1,2,1,2,0.0,999,2.0,2.0
ID1603,I_2,I_2_AC_1,4,1,1,25.0,9000,0.0,21.0
ID1603,I_3,I_3_AC_1,1,2,1,25.0,9000,0.0,0.0
ID1604,I_3,I_3_AC_1,3,1,1,0.0,12000,0.0,56.0
ID1605,I_4,I_4_AC_1,1,1,1,0.0,1000,0.0,0.0
ID1605,I_7,I_7_AC_1,1,1,1,20.0,1000,0.0,0.0
ID1613,I_4,I_4_AC_1,1,1,1,30.0,1000,0.0,0.0
ID1622,I_2,I_2_AC_1,1,1,1,0.0,12000,0.0,0.0
ID1622,I_3,I_3_AC_1,1,1,1,0.0,12000,0.0,98.0
ID1630,I_3,I_3_AC_1,3,1,2,0.0,8000,0.0,0.0
ID1630,I_4,I_4_AC_1,3,1,2,0.0,24000,0.0,0.0
ID1642,I_11,I_11_AC_1,3,1,1,0.0,12000,0.0,0.0
ID1646,I_2,I_2_AC_1,3,2,1,0.0,999,0.0,35.0
ID1657,I_6,I_6_AC_1,3,1,1,0.0,999,0.0,0.0
ID1658,I_3,I_3_AC_1,4,2,1,0.0,12000,0.0,0.0
ID1658,I_4,I_4_AC_1,4,2,1,0.0,12000,0.0,28.0
ID1658,I_5,I_5_AC_1,4,2,1,0.0,18000,0.0,14.0
ID1666,I_2,I_2_AC_1,5,1,1,0.0,1000,4.0,35.0
ID1666,I_3,I_3_AC_1,5,1,1,0.0,1000,0.0,14.0
ID1669,I_4,I_4_AC_1,4,1,1,0.0,1000,0.0,0.0
ID1676,I_11,I_11_AC_1,3,1,1,0.0,999,3.0,70.0
ID1676,I_13,I_13_AC_1,3,1,1,0.0,999,0.0,0.0
ID1678,I_2,I_2_AC_1,3,2,1,0.0,999,7.0,7.0
ID1679,I_2,I_2_AC_1,4,2,1,12.0,12000,4.0,85.0
ID1679,I_3,I_3_AC_1,4,2,1,0.0,9000,21.0,86.0
ID1681,I_2,I_2_AC_1,4,1,1,0.0,999,0.0,0.0
ID1681,I_3,I_3_AC_1,4,1,1,0.0,999,0.0,0.0
ID1683,I_2,I_2_AC_1,4,1,1,0.0,999,0.0,0.0
ID1684,I_3,I_3_AC_1,4,2,1,18.0,999,7.0,35.0
ID1684,I_4,I_4_AC_1,5,1,1,18.0,999,0.0,28.0
ID1684,I_5,I_5_AC_1,5,1,1,18.0,999,0.0,14.0
ID1686,I_4,I_4_AC_1,3,1,1,0.0,999,0.0,0.0
ID1705,I_2,I_2_AC_1,4,1,1,0.0,999,0.0,7.0
ID1708,I_2,I_2_AC_1,4,1,1,0.0,999,0.0,0.0
ID1718,I_1,I_1_AC_1,4,1,1,0.0,999,0.0,0.0
ID1718,I_2,I_2_AC_1,1,1,1,20.0,999,0.0,35.0
ID1718,I_3,I_3_AC_1,4,1,1,12.0,999,21.0,35.0
ID1718,I_4,I_4_AC_1,3,1,1,12.0,999,0.0,0.0
ID1722,I_2,I_2_AC_1,3,1,1,5.0,999,2.0,35.0
ID1725,I_2,I_2_AC_1,3,2,1,0.0,999,0.0,0.0
ID1743,I_1,I_1_AC_1,3,1,3,0.0,999,0.0,0.0
ID1743,I_2,I_2_AC_1,3,1,1,0.0,999,0.0,0.0
ID1743,I_3,I_3_AC_1,3,1,1,0.0,999,0.0,42.0
ID1743,I_4,I_4_AC_1,3,1,1,0.0,999,0.0,42.0
ID1743,I_5,I_5_AC_1,3,1,1,0.0,999,0.0,0.0
ID1747,I_3,I_3_AC_1,3,1,1,0.0,999,0.0,28.0
ID1747,I_4,I_4_AC_1,4,1,1,0.0,999,7.0,0.0
ID1747,I_5,I_5_AC_1,4,1,1,0.0,999,7.0,0.0
ID1747,I_6,I_6_AC_1,4,1,1,0.0,999,0.0,28.0
ID1753,I_5,I_5_AC_1,3,2,1,0.0,12000,0.0,0.0
ID1762,I_5,I_5_AC_1,3,1,1,0.0,9000,0.0,0.0
ID1762,I_13,I_13_AC_1,3,1,1,0.0,9000,0.0,0.0
ID1762,I_14,I_14_AC_1,3,1,1,0.0,9000,0.0,0.0
ID1764,I_3,I_3_AC_1,3,2,1,0.0,9000,0.0,0.0
ID1770,I_3,I_3_AC_1,6,2,1,0.0,999,0.0,0.0
ID1770,I_4,I_4_AC_1,3,2,1,0.0,999,0.0,0.0
ID1771,I_3,I_3_AC_1,3,2,1,12.0,12000,0.5,3.5
ID1773,I_14,I_14_AC_1,3,2,1,0.0,18000,0.0,56.0
ID1773,I_15,I_15_AC_1,3,2,1,0.0,18000,0.0,0.0
ID1778,I_3,I_3_AC_1,3,2,1,0.0,999,0.0,70.0
ID1790,I_13,I_13_AC_1,3,1,1,0.0,24000,0.0,42.0
ID1790,I_14,I_14_AC_1,3,1,1,0.0,24000,0.0,0.0
ID1790,I_15,I_15_AC_1,3,1,1,0.0,12000,0.0,0.0
ID1791,I_2,I_2_AC_1,4,2,1,230.0,999,7.0,1.0
ID1797,I_16,I_16_AC_1,4,1,1,25.0,999,0.0,0.0
ID1799,I_2,I_2_AC_1,4,1,1,0.0,999,0.0,7.0
ID1809,I_3,I_3_AC_1,4,1,1,0.0,999,2.0,0.0
ID1816,I_1,I_1_AC_1,1,1,1,0.0,999,0.0,0.0
ID1816,I_1,I_1_AC_2,1,1,1,0.0,0,0.0,0.0
ID1816,I_1,I_1_AC_3,1,1,1,0.0,0,0.0,0.0
ID1816,I_2,I_2_AC_1,1,2,1,0.0,999,0.0,0.0
ID1816,I_2,I_2_AC_2,1,1,1,0.0,0,0.0,0.0
ID1816,I_2,I_2_AC_3,1,1,1,0.0,0,0.0,0.0
ID1816,I_3,I_3_AC_1,1,1,1,0.0,999,0.0,0.0
ID1816,I_3,I_3_AC_2,1,1,1,0.0,0,0.0,0.0
ID1816,I_3,I_3_AC_3,1,1,1,0.0,0,0.0,0.0
ID1816,I_4,I_4_AC_1,1,1,1,0.0,999,0.0,0.0
ID1816,I_4,I_4_AC_2,1,1,1,0.0,0,0.0,0.0
ID1816,I_4,I_4_AC_3,1,1,1,0.0,0,0.0,0.0
ID1816,I_5,I_5_AC_1,1,1,1,0.0,999,0.0,0.0
ID1816,I_5,I_5_AC_2,1,1,1,0.0,0,0.0,0.0
ID1816,I_5,I_5_AC_3,1,1,1,0.0,0,0.0,0.0
ID1816,I_6,I_6_AC_1,1,1,1,0.0,999,0.0,0.0
ID1816,I_6,I_6_AC_2,1,1,1,0.0,0,0.0,0.0
ID1816,I_6,I_6_AC_3,1,1,1,0.0,0,0.0,0.0
ID1816,I_7,I_7_AC_1,1,1,1,0.0,999,0.0,0.0
ID1816,I_7,I_7_AC_2,1,1,1,0.0,0,0.0,0.0
ID1816,I_7,I_7_AC_3,1,1,1,0.0,0,0.0,0.0
ID1816,I_8,I_8_AC_1,1,1,1,0.0,999,0.0,0.0
ID1816,I_8,I_8_AC_2,1,1,1,0.0,0,0.0,0.0
ID1816,I_8,I_8_AC_3,1,1,1,0.0,0,0.0,0.0
ID1818,I_3,I_3_AC_1,4,1,2,33.0,999,0.0,42.0
ID1818,I_4,I_4_AC_1,4,1,1,33.0,999,0.0,7.0
ID1818,I_5,I_5_AC_1,4,1,1,0.0,999,0.0,0.0
ID1836,I_2,I_2_AC_1,3,1,2,20.0,999,14.0,21.0
ID1848,I_3,I_3_AC_1,3,2,1,0.0,999,0.0,1.0
ID1849,I_2,I_2_AC_1,3,1,1,0.0,999,0.0,0.0
ID1857,I_4,I_4_AC_1,3,2,2,0.0,999,0.0,3.0
ID1858,I_4,I_4_AC_1,3,1,1,0.0,999,0.0,40.0
ID1873,I_2,I_2_AC_1,3,1,1,0.0,18000,0.0,42.0
ID1880,I_2,I_2_AC_1,3,1,1,0.0,9000,0.0,0.0
ID1881,I_4,I_4_AC_1,3,2,2,0.0,999,0.0,0.0
ID1895,I_2,I_2_AC_1,4,1,1,0.0,999,0.0,6.0
ID1914,I_4,I_4_AC_1,4,1,1,0.0,999,0.0,0.0
ID1942,I_2,I_2_AC_1,4,1,1,18.0,999,0.0,4.0
ID1945,I_3,I_3_AC_1,4,1,1,0.0,999,0.0,0.0
ID1950,I_3,I_3_AC_1,1,1,1,24.0,1000,0.0,56.0
ID1950,I_4,I_4_AC_1,1,1,1,24.0,1000,0.0,56.0
ID1950,I_5,I_5_AC_1,1,1,1,12.0,1000,0.0,56.0
ID1956,I_3,I_3_AC_1,3,1,1,0.0,12000,0.0,56.0
ID1956,I_5,I_5_AC_1,3,1,2,0.0,12000,0.0,0.0
ID1956,I_6,I_6_AC_1,3,1,1,0.0,12000,0.0,70.0
ID1965,I_2,I_2_AC_1,4,1,3,18000.0,1000,0.0,0.0
ID1965,I_4,I_4_AC_1,4,1,3,18000.0,1000,0.0,0.0
ID1969,I_2,I_2_AC_1,4,1,1,0.0,999,7.0,42.0
ID1969,I_3,I_3_AC_1,4,1,1,0.0,999,0.0,42.0
ID1969,I_4,I_4_AC_1,4,1,1,0.0,999,0.0,49.0
ID1978,I_2,I_2_AC_1,4,2,1,0.0,999,14.0,14.0
ID1986,I_5,I_5_AC_1,3,2,1,0.0,999,0.0,14.0
ID1986,I_6,I_6_AC_1,3,2,1,0.0,999,0.0,14.0
ID1992,I_2,I_2_AC_1,3,1,1,0.0,12000,12.0,6.0
ID2008,I_3,I_3_AC_1,4,2,1,0.0,999,21.0,49.0
ID2011,I_4,I_4_AC_1,3,1,1,12.0,999,0.0,5.0
ID2011,I_5,I_5_AC_1,3,1,1,0.0,999,0.5,0.0
ID2017,I_2,I_2_AC_1,1,1,1,0.0,999,7.0,14.0
ID2017,I_4,I_4_AC_1,1,1,1,0.0,999,0.0,14.0
ID2017,I_5,I_5_AC_1,1,1,1,0.0,999,0.0,0.0
ID2017,I_6,I_6_AC_1,1,1,1,0.0,999,0.0,14.0
ID2023,I_5,I_5_AC_1,3,2,1,0.0,999,0.0,7.0
ID2027,I_2,I_2_AC_1,3,1,1,0.0,999,0.0,0.0
ID2027,I_5,I_5_AC_1,3,1,1,0.0,12000,0.0,0.0
ID2027,I_6,I_6_AC_1,3,1,1,0.0,12000,0.0,0.0
ID2042,I_2,I_2_AC_1,3,1,1,0.0,12000,0.0,14.0
ID2042,I_6,I_6_AC_1,3,1,1,0.0,12000,0.0,14.0
ID2042,I_7,I_7_AC_1,3,1,1,0.0,12000,0.0,7.0
ID2042,I_8,I_8_AC_1,3,1,1,0.0,12000,0.0,28.0
ID2047,I_3,I_3_AC_1,1,1,1,12.0,1000,0.0,0.0
ID2052,I_2,I_2_AC_1,4,1,1,0.0,999,0.0,21.0
ID2057,I_12,I_12_AC_1,4,1,1,999.0,9999,3.0,0.0
ID2058,I_4,I_4_AC_1,4,1,1,0.0,999,0.0,7.0
ID2072,I_1,I_1_AC_1,1,2,1,55.0,999,0.0,30.0
ID2072,I_1,I_1_AC_2,1,2,1,55.0,0,0.0,30.0
ID2072,I_1,I_1_AC_3,1,2,1,55.0,0,0.0,30.0
ID2072,I_2,I_2_AC_1,1,2,1,55.0,999,0.0,30.0
ID2072,I_2,I_2_AC_2,1,2,1,55.0,0,0.0,30.0
ID2072,I_2,I_2_AC_3,1,2,1,55.0,0,0.0,30.0
ID2072,I_3,I_3_AC_1,1,2,1,55.0,999,0.0,30.0
ID2072,I_3,I_3_AC_2,1,2,1,55.0,0,0.0,30.0
ID2072,I_3,I_3_AC_3,1,2,1,55.0,0,0.0,30.0
ID2072,I_4,I_4_AC_1,1,2,1,55.0,999,0.0,30.0
ID2072,I_4,I_4_AC_2,1,2,1,55.0,0,0.0,30.0
ID2072,I_4,I_4_AC_3,1,2,1,55.0,0,0.0,0.0
ID2072,I_5,I_5_AC_1,1,2,1,55.0,999,0.0,35.0
ID2072,I_5,I_5_AC_2,1,2,1,55.0,0,0.0,30.0
ID2072,I_5,I_5_AC_3,1,2,1,55.0,0,0.0,35.0
ID2072,I_6,I_6_AC_1,1,2,1,55.0,999,0.0,30.0
ID2072,I_6,I_6_AC_2,1,2,1,55.0,0,0.0,30.0
ID2072,I_6,I_6_AC_3,1,2,1,0.0,0,0.0,35.0
ID2072,I_7,I_7_AC_1,1,2,1,55.0,999,0.0,30.0
ID2072,I_7,I_7_AC_2,1,2,1,55.0,0,0.0,30.0
ID2072,I_7,I_7_AC_3,1,2,1,55.0,0,0.0,30.0
ID2072,I_8,I_8_AC_1,1,2,1,55.0,999,0.0,30.0
ID2072,I_8,I_8_AC_2,1,2,1,55.0,0,0.0,30.0
ID2072,I_8,I_8_AC_3,1,2,1,55.0,0,0.0,0.0
ID2076,I_2,I_2_AC_1,5,2,1,0.0,41000,0.0,14.0
ID2076,I_3,I_3_AC_1,5,2,1,8000.0,8000,0.0,0.75
ID2076,I_4,I_4_AC_1,5,2,1,8000.0,8000,0.0,0.5
ID2077,I_2,I_2_AC_1,3,1,1,0.0,12000,0.0,14.0
ID2077,I_3,I_3_AC_1,3,1,1,0.0,12000,0.0,14.0
ID2077,I_7,I_7_AC_1,3,1,1,0.0,12000,0.0,56.0
ID2077,I_8,I_8_AC_1,3,1,1,0.0,12000,0.0,2.0
ID2080,I_2,I_2_AC_1,4,1,1,0.0,1000,0.0,0.0
ID2080,I_3,I_3_AC_1,4,1,1,0.0,1000,0.0,0.0
ID2081,I_2,I_2_AC_1,3,1,1,0.0,999,0.0,0.0
ID2095,I_2,I_2_AC_1,3,1,2,0.0,999,7.0,7.0
ID2095,I_3,I_3_AC_1,3,1,2,0.0,999,0.0,14.0
ID2095,I_4,I_4_AC_1,3,1,2,0.0,999,0.0,0.0
ID2127,I_1,I_1_AC_1,6,2,3,0.0,999,0.0,0.0
ID2137,I_2,I_2_AC_1,3,1,1,0.0,999,0.0,14.0
ID2140,I_3,I_3_AC_1,3,1,2,0.0,999,3.5,10.5
ID2140,I_5,I_5_AC_1,3,1,2,0.0,999,7.0,10.5
ID2140,I_7,I_7_AC_1,3,1,2,0.0,999,0.0,3.5
ID2149,I_2,I_2_AC_1,3,2,1,0.0,999,0.0,14.0
ID2149,I_3,I_3_AC_1,3,2,1,0.0,999,0.0,14.0
ID2149,I_4,I_4_AC_1,3,2,1,0.0,999,0.0,14.0
ID2153,I_2,I_2_AC_1,3,1,1,9000.0,9000,0.0,49.0
ID2161,I_3,I_3_AC_1,4,2,1,0.0,12000,6.0,35.0
ID2163,I_2,I_2_AC_1,1,1,1,25.0,1000,0.0,14.0
ID2167,I_3,I_3_AC_1,3,2,1,0.0,12000,0.0,42.0
ID2167,I_4,I_4_AC_1,3,2,1,0.0,12000,0.0,7.0
ID2167,I_10,I_10_AC_1,3,2,1,0.0,12000,0.0,0.0
ID2175,I_6,I_6_AC_1,3,1,1,0.0,999,0.0,0.0
ID2179,I_2,I_2_AC_1,4,1,1,12.0,999,0.0,0.0
ID2184,I_4,I_4_AC_1,3,1,1,0.0,999,0.0,9.0
ID2187,I_2,I_2_AC_1,3,1,1,0.0,999,0.0,98.0
ID2187,I_3,I_3_AC_1,1,1,1,0.0,999,0.0,98.0
ID2194,I_6,I_6_AC_1,3,1,1,0.0,15000,0.0,77.0
ID2194,I_10,I_10_AC_1,3,1,1,0.0,12000,0.0,0.0
ID2198,I_2,I_2_AC_1,3,1,1,0.0,999,0.0,3.05
ID2209,I_2,I_2_AC_1,4,1,1,0.0,1000,0.0,14.0
ID2209,I_3,I_3_AC_1,4,1,1,400.0,1000,0.0,0.0
ID2209,I_11,I_11_AC_1,4,1,1,40.0,1000,0.0,0.0
ID2215,I_3,I_3_AC_1,4,1,1,0.0,999,0.0,0.5
ID2217,I_4,I_4_AC_1,3,2,1,0.0,999,0.0,7.0
ID2218,I_3,I_3_AC_1,3,1,1,0.0,999,0.0,1.0
ID2220,I_2,I_2_AC_1,4,2,2,9.0,999,1.0,1.0
ID2220,I_3,I_3_AC_1,3,2,1,9.0,999,0.0,3.0
ID2220,I_4,I_4_AC_1,3,2,2,9.0,999,0.0,5.0
ID2220,I_5,I_5_AC_1,3,2,2,9.0,999,0.0,7.0
ID2220,I_6,I_6_AC_1,3,2,2,9.0,999,0.0,1.0
ID2221,I_3,I_3_AC_1,3,2,2,0.0,24000,0.0,0.5
ID2221,I_4,I_4_AC_1,3,2,2,0.0,24000,0.0,0.5
ID2221,I_5,I_5_AC_1,3,2,2,0.0,24000,0.0,0.0
ID2221,I_6,I_6_AC_1,3,2,2,0.0,12000,0.0,1.5
ID2223,I_2,I_2_AC_1,3,1,1,0.0,12000,0.0,14.0
ID2223,I_3,I_3_AC_1,3,1,1,0.0,12000,0.0,0.0
ID2223,I_15,I_15_AC_1,3,1,1,0.0,12000,0.0,0.0
ID2223,I_16,I_16_AC_1,3,1,1,0.0,12000,0.0,0.0
ID2226,I_2,I_2_AC_1,3,1,1,0.0,999,0.0,8.0
ID2229,I_1,I_1_AC_1,4,2,3,1100.0,12000,0.0,0.0
ID2229,I_3,I_3_AC_1,4,2,3,1100.0,12000,0.0,56.0
ID2229,I_4,I_4_AC_1,4,2,3,1100.0,12000,0.0,56.0
ID2229,I_5,I_5_AC_1,4,2,3,1100.0,12000,0.0,56.0
ID2229,I_6,I_6_AC_1,4,2,3,1100.0,12000,0.0,56.0
ID2230,I_6,I_6_AC_1,4,2,1,9000.0,999,14.0,56.0
ID2237,I_2,I_2_AC_1,3,1,1,9000.0,1000,7.0,7.0
ID2246,I_2,I_2_AC_1,4,2,1,0.0,12000,0.0,0.0
ID2246,I_3,I_3_AC_1,4,2,1,0.0,12000,0.0,0.0
ID2246,I_4,I_4_AC_1,4,2,1,0.0,12000,0.0,0.0
ID2246,I_5,I_5_AC_1,4,2,1,0.0,999,14.0,28.0
ID2246,I_6,I_6_AC_1,4,2,1,0.0,999,0.0,0.0
ID2248,I_3,I_3_AC_1,3,2,1,0.0,9000,2.0,21.0
ID2249,I_3,I_3_AC_1,1,1,1,12.0,1000,0.0,21.0
ID2251,I_5,I_5_AC_1,3,1,2,0.0,999,0.0,56.0
ID2256,I_3,I_3_AC_1,3,1,2,0.0,12000,28.0,21.0
ID2262,I_4,I_4_AC_1,4,1,1,0.0,999,0.0,35.0
ID2270,I_2,I_2_AC_1,3,1,1,0.0,9000,0.0,0.0
ID2270,I_3,I_3_AC_1,3,1,1,0.0,9000,0.0,49.0
ID2270,I_4,I_4_AC_1,3,1,1,0.0,9000,0.0,0.0
