dsd_name,id,code_4,prov_name,dist_name,geometry,Poor,Severely Poor,Transient,Vulnerable
Medawachchiya,,7109,North Central,Anuradhapura,"MULTIPOLYGON (((80.39040442337784 8.521053878216769, 80.38884441754227 8.521445577783775, 80.38483297396509 8.52027047908276, 80.38193582027046 8.520662178649765, 80.3805986724114 8.51948707994875, 80.37903866657582 8.519878779515754, 80.37725580276374 8.523012376051794, 80.36878719965635 8.524970873886819, 80.36678147786776 8.526145972587834, 80.36522147203219 8.528496169989864, 80.36054145452547 8.53045466782489, 80.361210028455 8.53358826436093, 80.36031859654896 8.53437166349494, 80.35831287476037 8.53358826436093, 80.35809001678386 8.536330161329964, 80.35519286308923 8.53750526003098, 80.35407857320668 8.539463757866002, 80.35073570355904 8.541422255701029, 80.34449568021675 8.541813955268033, 80.34226710045165 8.545730950938083, 80.33981566271004 8.546906049639098, 80.33780994092145 8.546906049639098, 80.33780994092145 8.553564942278182, 80.3391470887805 8.556698538814222, 80.34159852652212 8.559440435783257, 80.34427282224024 8.566099328422341, 80.349844271653 8.570016324092391, 80.35095856153555 8.572366521494422, 80.35831287476037 8.575500118030462, 80.36143288643152 8.572758221061427, 80.36366146619662 8.572758221061427, 80.36878719965635 8.57471671889645, 80.37146149537448 8.576675216731477, 80.37346721716307 8.579025414133506, 80.37681008681072 8.580200512834521, 80.37703294478723 8.58255071023655, 80.37881580859931 8.586859405473605, 80.37926152455233 8.59038470157665, 80.37837009264629 8.59273489897868, 80.37591865490468 8.595476795947715, 80.3763643708577 8.597043594215735, 80.38037581443488 8.599393791617764, 80.3808215303879 8.602135688586799, 80.38015295645837 8.604094186421825, 80.37725580276374 8.60840288165888, 80.37614151288119 8.611144778627914, 80.37814723466978 8.618195370834004, 80.37792437669327 8.620937267803038, 80.37948438252884 8.622504066071059, 80.3828272521765 8.622895765638063, 80.38661583777717 8.625637662607097, 80.38817584361274 8.627204460875118, 80.39709016267315 8.633471653947197, 80.39775873660268 8.636605250483237, 80.40154732220334 8.642089044421308, 80.40444447589798 8.648356237493386, 80.40689591363959 8.65814872666851, 80.40756448756912 8.659323825369526, 80.41090735721677 8.65893212580252, 80.41447308484094 8.66206572233856, 80.41737023853557 8.661282323204551, 80.42004453425369 8.66206572233856, 80.42138168211275 8.66363252060658, 80.42160454008926 8.666374417575616, 80.42294168794832 8.669508014111656, 80.4222731140188 8.67381670934871, 80.42383311985436 8.672641610647695, 80.42695313152551 8.67460010848272, 80.43586745058592 8.682042400255815, 80.43854174630404 8.685175996791855, 80.4441131957168 8.690659790729924, 80.44812463929398 8.693009988131955, 80.44834749727048 8.692226588997944, 80.45191322489464 8.69183488943094, 80.45280465680068 8.690268091162919, 80.45637038442484 8.689876391595915, 80.45949039609599 8.687134494626878, 80.46127325990807 8.687134494626878, 80.46885043110942 8.683217498956829, 80.46974186301546 8.68165070068881, 80.47464473849868 8.67851710415277, 80.47553617040472 8.676558606317744, 80.47821046612285 8.67538350761673, 80.48088476184097 8.672641610647695, 80.48177619374701 8.6730333102147, 80.48400477351211 8.67146651194668, 80.48355905755909 8.669508014111656, 80.48511906339466 8.66989971367866, 80.48645621125372 8.667941215843635, 80.48935336494836 8.668724614977645, 80.49002193887789 8.66754951627663, 80.4947019563846 8.66676611714262, 80.49492481436111 8.664807619307595, 80.5016105536564 8.661282323204551, 80.50183341163292 8.660107224503536, 80.50406199139802 8.657757027101507, 80.50651342913963 8.657757027101507, 80.51074773069332 8.660107224503536, 80.51364488438796 8.65971552493653, 80.51609632212957 8.658540426235517, 80.51810204391816 8.658540426235517, 80.52233634547186 8.664807619307595, 80.52300491940139 8.666374417575616, 80.52523349916649 8.671074812379675, 80.52701636297857 8.6730333102147, 80.53102780655576 8.67616690675074, 80.54217070538127 8.679692202853785, 80.54439928514637 8.681259001121806, 80.54640500693495 8.683609198523834, 80.5475192968175 8.686351095492869, 80.54841072872354 8.690659790729924, 80.55086216646515 8.69575188510099, 80.55353646218327 8.697710382936014, 80.55687933183093 8.699277181204033, 80.55977648552556 8.700060580338043, 80.56668508279738 8.700060580338043, 80.56690794077389 8.700060580338043, 80.57247939018664 8.699277181204033, 80.57426225399873 8.697318683369009, 80.57782798162289 8.694968485966978, 80.58094799329403 8.692226588997944, 80.58317657305913 8.689092992461905, 80.58495943687122 8.68478429722485, 80.58562801080075 8.678908803719775, 80.58718801663632 8.67538350761673, 80.58874802247189 8.67068311281267, 80.5932051820021 8.65971552493653, 80.59521090379067 8.652664932730442, 80.59721662557926 8.647181138792373, 80.59833091546182 8.646006040091358, 80.60546237071014 8.644047542256331, 80.61036524619337 8.643264143122323, 80.61214811000545 8.642089044421308, 80.61727384346518 8.640130546586281, 80.62061671311284 8.637388649617247, 80.62351386680747 8.632688254813187, 80.62529673061955 8.628379559576132, 80.6286396002672 8.626812761308113, 80.64134250492829 8.622504066071059, 80.64067393099876 8.61858707040101, 80.63911392516319 8.617020272132988, 80.63554819753902 8.615453473864969, 80.63421104967996 8.613886675596948, 80.63109103800882 8.608794581225883, 80.62529673061955 8.598610392483755, 80.62329100883096 8.5943016972467, 80.62440529871351 8.587642804607615, 80.61994813918331 8.58098391196853, 80.61816527537123 8.580200512834521, 80.61615955358263 8.577458615865487, 80.6154909796531 8.575500118030462, 80.61259382595847 8.57393331976244, 80.6110338201229 8.571974821927416, 80.60858238238129 8.570408023659397, 80.60523951273363 8.564532530154322, 80.60078235320343 8.560223834917267, 80.5978851995088 8.556306839247217, 80.59743948355577 8.554348341412192, 80.5932051820021 8.548472847907117, 80.5936508979551 8.53750526003098, 80.59209089211954 8.532413165659914, 80.5932051820021 8.526929371721844, 80.59498804581416 8.524187474752809, 80.59521090379067 8.51792028168073, 80.59677090962624 8.515178384711694, 80.59476518783765 8.50851949207261, 80.59409661390812 8.5077360929386, 80.58651944270679 8.503035698134541, 80.58651944270679 8.499510402031495, 80.58741087461283 8.49676850506246, 80.58741087461283 8.494418307660432, 80.58607372675377 8.49285150939241, 80.5845137209182 8.494418307660432, 80.5822851411531 8.494418307660432, 80.57871941352893 8.49755190419647, 80.5758222598343 8.498335303330482, 80.57337082209268 8.500293801165505, 80.5651250769618 8.496376805495455, 80.56356507112623 8.494418307660432, 80.56089077540811 8.493243208959417, 80.5562107579014 8.492459809825405, 80.55019359253562 8.49285150939241, 80.54484500109939 8.494026608093426, 80.53927355168663 8.495985105928451, 80.53503925013294 8.496376805495455, 80.52946780072018 8.500293801165505, 80.52657064702555 8.500293801165505, 80.52389635130743 8.503427397701545, 80.52144491356582 8.503427397701545, 80.52077633963629 8.506169294670581, 80.51631918010608 8.50930289120662, 80.51342202641145 8.508911191639616, 80.51208487855239 8.509694590773625, 80.50629057116312 8.510086290340631, 80.5016105536564 8.51086968947464, 80.49893625793828 8.51086968947464, 80.49537053031413 8.509694590773625, 80.49314195054903 8.50695269380459, 80.48957622292487 8.505777595103575, 80.48133047779399 8.50381909726855, 80.47553617040472 8.504210796835554, 80.47353044861613 8.502252299000531, 80.47263901671009 8.500293801165505, 80.47219330075707 8.49676850506246, 80.46951900503895 8.496376805495455, 80.46795899920338 8.494418307660432, 80.46439327157921 8.493243208959417, 80.46216469181411 8.493243208959417, 80.46216469181411 8.492068110258401, 80.4577075322839 8.490501311990382, 80.4554789525188 8.490501311990382, 80.44946178715303 8.494026608093426, 80.44701034941143 8.494026608093426, 80.44233033190471 8.494810007227436, 80.44010175213961 8.49676850506246, 80.43675888249196 8.501077200299516, 80.4354217346329 8.501860599433526, 80.43163314903222 8.505777595103575, 80.4289588533141 8.506560994237585, 80.42561598366645 8.506560994237585, 80.4247245517604 8.5077360929386, 80.42004453425369 8.5077360929386, 80.41246736305234 8.50930289120662, 80.40979306733422 8.512044788175654, 80.40399875994495 8.51400328601068, 80.40132446422683 8.51400328601068, 80.39887302648523 8.517136882546719, 80.39642158874362 8.51948707994875, 80.39040442337784 8.521053878216769)))",1341,400,781,871
Padaviya,,7103,North Central,Anuradhapura,"MULTIPOLYGON (((80.66964546794507 8.873191788954243, 80.67610834926387 8.877108784624292, 80.67833692902897 8.879067282459317, 80.68413123641824 8.883767677263378, 80.68569124225381 8.886509574232413, 80.68791982201891 8.888076372500432, 80.68947982785448 8.888076372500432, 80.6946055613142 8.891601668603478, 80.70173701656253 8.893560166438501, 80.70507988621019 8.895126964706522, 80.71154276752898 8.899435659943578, 80.71488563717664 8.899043960376572, 80.71889708075382 8.89747716210855, 80.72313138230751 8.897868861675557, 80.72803425779074 8.899827359510581, 80.73093141148537 8.899827359510581, 80.73672571887464 8.9013941577786, 80.74519432198201 8.903352655613627, 80.75076577139477 8.904919453881647, 80.75834294259612 8.907661350850681, 80.77149156321022 8.91314514478875, 80.77238299511626 8.914711943056771, 80.77706301262297 8.91627874132479, 80.78062874024714 8.919020638293826, 80.78263446203573 8.921370835695855, 80.7862001896599 8.921762535262861, 80.79043449121357 8.919020638293826, 80.79444593479076 8.91941233786083, 80.79868023634445 8.919020638293826, 80.80759455540486 8.9170621404588, 80.81004599314647 8.91627874132479, 80.81405743672366 8.913928543922761, 80.81539458458272 8.914711943056771, 80.81806888030084 8.910794947386721, 80.82252603983105 8.910403247819715, 80.82341747173709 8.908053050417687, 80.82609176745521 8.904919453881647, 80.82631462543172 8.900610758644591, 80.82943463710286 8.900610758644591, 80.82943463710286 8.899435659943578, 80.83277750675052 8.899435659943578, 80.83300036472703 8.897085462541547, 80.83522894449212 8.897085462541547, 80.83656609235118 8.898260561242562, 80.83834895616326 8.89747716210855, 80.84637184331763 8.892385067737488, 80.84993757094179 8.890818269469467, 80.85194329273038 8.888468072067438, 80.85862903202569 8.886509574232413, 80.8610804697673 8.886117874665407, 80.87044050478073 8.880242381160333, 80.87289194252234 8.878283883325308, 80.87712624407604 8.872800089387239, 80.88113768765322 8.871233291119218, 80.88470341527737 8.868883093717189, 80.88648627908945 8.863007600212114, 80.88938343278409 8.86026570324308, 80.88938343278409 8.85791550584105, 80.89450916624382 8.851648312768969, 80.89874346779752 8.844989420129885, 80.90074918958611 8.843422621861865, 80.90654349697537 8.83754712835679, 80.90743492888141 8.835588630521766, 80.90386920125725 8.83519693095476, 80.90164062149215 8.83441353182075, 80.89941204172705 8.832455033985726, 80.89740631993845 8.832455033985726, 80.89673774600892 8.83127993528471, 80.89450916624382 8.8304965361507, 80.88938343278409 8.8304965361507, 80.88358912539483 8.828538038315676, 80.87980053979416 8.829321437449686, 80.8784633919351 8.828538038315676, 80.87534338026396 8.82814633874867, 80.87244622656932 8.824621042645626, 80.87177765263979 8.822270845243597, 80.8675433510861 8.821487446109586, 80.86375476548542 8.819137248707555, 80.86353190750891 8.816395351738521, 80.86130332774381 8.814828553470502, 80.85818331607267 8.815220253037506, 80.85729188416663 8.814436853903498, 80.84949185498877 8.814828553470502, 80.84770899117669 8.813261755202483, 80.8436975475995 8.813261755202483, 80.84236039974044 8.812086656501467, 80.83968610402232 8.812478356068471, 80.83879467211628 8.808953059965427, 80.83678895032769 8.806994562130402, 80.83344608068005 8.805427763862383, 80.82965749507937 8.799943969924312, 80.82564605150219 8.798377171656293, 80.82029746006594 8.800335669491318, 80.81762316434782 8.800335669491318, 80.81472601065319 8.801119068625328, 80.810714567076 8.801510768192333, 80.80492025968674 8.801510768192333, 80.80514311766325 8.805819463429387, 80.79934881027398 8.806602862563398, 80.7908802071666 8.806994562130402, 80.78865162740149 8.802294167326343, 80.78865162740149 8.800727369058322, 80.7908802071666 8.797202072955278, 80.79065734919008 8.793676776852234, 80.79400021883774 8.791718279017209, 80.79466879276727 8.788976382048173, 80.79244021300217 8.786626184646144, 80.78865162740149 8.787801283347159, 80.78798305347196 8.78701788421315, 80.78820591144847 8.781142390708073, 80.78932020133102 8.778792193306044, 80.788874485378 8.77370009893498, 80.7864230476364 8.76664950672889, 80.78486304180083 8.763907609759855, 80.78129731417667 8.759598914522801, 80.77884587643506 8.755681918852751, 80.777508728576 8.755681918852751, 80.77728587059948 8.75803211625478, 80.77951445036459 8.768608004563914, 80.77884587643506 8.774091798501985, 80.77684015464646 8.778008794172035, 80.77639443869344 8.781925789842084, 80.77639443869344 8.786234485079138, 80.77728587059948 8.790543180316194, 80.77661729666995 8.793285077285228, 80.7752801488109 8.793285077285228, 80.77082298928069 8.790151480749188, 80.7688172674921 8.790151480749188, 80.76837155153908 8.795635274687259, 80.7645829659384 8.794068476419238, 80.76101723831424 8.793285077285228, 80.75834294259612 8.789368081615178, 80.75522293092497 8.78701788421315, 80.75410864104242 8.787409583780153, 80.75344006711289 8.791326579450203, 80.74965148151222 8.787801283347159, 80.74742290174711 8.787409583780153, 80.74764575972362 8.793676776852234, 80.74608575388805 8.793285077285228, 80.7449714640055 8.7909348798832, 80.7427428842404 8.788584682481169, 80.74140573638134 8.781925789842084, 80.73828572471021 8.778400493739039, 80.73784000875719 8.773308399367973, 80.73784000875719 8.767041206295895, 80.73605714494511 8.76273251105884, 80.73471999708605 8.763124210625845, 80.73449713910954 8.76899970413092, 80.73093141148537 8.77370009893498, 80.72647425195517 8.77605029633701, 80.72647425195517 8.778008794172035, 80.72870283172027 8.7831008885431, 80.72981712160282 8.784275987244113, 80.73115426946188 8.787801283347159, 80.72870283172027 8.793676776852234, 80.72781139981423 8.799552270357308, 80.72602853600215 8.801119068625328, 80.72179423444845 8.803077566460352, 80.72157137647194 8.805036064295377, 80.72357709826053 8.808953059965427, 80.72736568386121 8.811303257367456, 80.72602853600215 8.811694956934462, 80.72402281421355 8.814045154336492, 80.71956565468335 8.815220253037506, 80.71755993289476 8.816395351738521, 80.71466277920013 8.817178750872532, 80.71221134145851 8.819137248707555, 80.70998276169341 8.822270845243597, 80.70998276169341 8.826971240047655, 80.70886847181086 8.828929737882682, 80.6988398628679 8.830104836583697, 80.69193126559608 8.835588630521766, 80.68702839011287 8.83911392662481, 80.68524552630079 8.83989732575882, 80.68390837844173 8.84224752316085, 80.68034265081756 8.8461645188309, 80.67922836093501 8.848906415799934, 80.67855978700548 8.854390209738003, 80.67566263331085 8.858307205408053, 80.67521691735783 8.860657402810084, 80.67209690568669 8.863790999346124, 80.67053689985111 8.866141196748153, 80.66986832592158 8.868491394150183, 80.66964546794507 8.873191788954243)))",662,221,395,443
Pelmadulla,,9124,Sabaragamuwa,Ratnapura,"MULTIPOLYGON (((80.40154732220334 6.611910188634514, 80.40221589613287 6.614260386036544, 80.40043303232079 6.622094377376643, 80.40333018601542 6.623269476077658, 80.404890191851 6.624836274345678, 80.404890191851 6.627578171314713, 80.4026616120859 6.629928368716743, 80.40466733387449 6.633061965252782, 80.40422161792146 6.638154059623847, 80.40132446422683 6.640112557458872, 80.39909588446174 6.640895956592882, 80.39753587862617 6.643246153994912, 80.39798159457919 6.645204651829937, 80.39954160041475 6.647554849231967, 80.4006558902973 6.647946548798972, 80.40444447589798 6.647554849231967, 80.40645019768657 6.645988050963947, 80.40979306733422 6.647946548798972, 80.41023878328724 6.651080145335012, 80.40890163542818 6.652646943603031, 80.40645019768657 6.653822042304046, 80.4028844700624 6.659697535809121, 80.40199303815636 6.662047733211151, 80.4026616120859 6.667531527149221, 80.40399875994495 6.671840222386275, 80.40533590780402 6.6730153210872905, 80.40867877745167 6.674190419788305, 80.40912449340469 6.671840222386275, 80.4138045109114 6.669098325417241, 80.4158102327 6.670665123685261, 80.41714738055906 6.668706625850236, 80.41937596032416 6.669098325417241, 80.42049025020671 6.667923226716225, 80.42294168794832 6.667923226716225, 80.42539312568994 6.667139827582216, 80.42650741557249 6.665181329747191, 80.42873599533759 6.664006231046176, 80.43051885914967 6.66439793061318, 80.43163314903222 6.666356428448205, 80.43430744475035 6.665573029314196, 80.43898746225706 6.665181329747191, 80.43921032023357 6.663222831912166, 80.43787317237451 6.662047733211151, 80.44010175213961 6.6624394327781555, 80.45235894084766 6.6624394327781555, 80.45369608870672 6.661656033644146, 80.45570181049531 6.662047733211151, 80.45793039026042 6.66439793061318, 80.45926753811948 6.66439793061318, 80.4619418338376 6.662831132345161, 80.46372469764968 6.662831132345161, 80.46528470348525 6.66439793061318, 80.46238754979062 6.667923226716225, 80.46082754395505 6.668706625850236, 80.4597132540725 6.671056823252266, 80.45436466263625 6.67771571589135, 80.44767892334096 6.68241611069541, 80.44745606536445 6.683982908963429, 80.44567320155237 6.68633310636546, 80.44344462178726 6.6871165054994695, 80.4441131957168 6.689466702901499, 80.44857035524699 6.691425200736524, 80.44990750310605 6.693775398138554, 80.45013036108256 6.696517295107589, 80.4490160712 6.700042591210634, 80.45013036108256 6.701609389478653, 80.45302751477719 6.7027844881796685, 80.4574846743074 6.699650891643628, 80.45904468014297 6.696908994674594, 80.46305612372015 6.696517295107589, 80.46550756146176 6.697300694241599, 80.4684047151564 6.694167097705559, 80.46951900503895 6.695342196406574, 80.47085615289801 6.692991999004544, 80.47486759647519 6.6922085998705345, 80.47486759647519 6.69025010203551, 80.47642760231076 6.689075003334494, 80.47598188635774 6.687508205066474, 80.47798760814634 6.687899904633479, 80.48110761981748 6.686724805932465, 80.48043904588795 6.68476630809744, 80.48133047779399 6.6816327115614, 80.48289048362956 6.679674213726375, 80.48422763148862 6.67928251415937, 80.48712478518325 6.67614891762333, 80.48979908090138 6.675757218056325, 80.4902447968544 6.676540617190335, 80.49291909257252 6.676540617190335, 80.49336480852554 6.67771571589135, 80.49782196805573 6.67771571589135, 80.4993819738913 6.67849911502536, 80.50495342330406 6.67849911502536, 80.51052487271681 6.680457612860385, 80.51275345248192 6.68084931242739, 80.51698775403561 6.678107415458355, 80.52144491356582 6.67693231675734, 80.5232277773779 6.675757218056325, 80.52501064118998 6.673407020654295, 80.52679350500206 6.66988172455125, 80.52701636297857 6.66831492628323, 80.5319192384618 6.667139827582216, 80.5455135750289 6.665573029314196, 80.54729643884099 6.663222831912166, 80.55219931432421 6.660480934943131, 80.55465075206583 6.660480934943131, 80.5564336158779 6.661656033644146, 80.56200506529066 6.661264334077141, 80.56668508279738 6.6589141366751115, 80.57181081625711 6.658130737541101, 80.57493082792826 6.658130737541101, 80.57715940769336 6.660872634510136, 80.57827369757591 6.656955638840087, 80.58273085710611 6.6518635444690215, 80.58406800496518 6.648729947932981, 80.58362228901215 6.645596351396942, 80.58161656722356 6.643246153994912, 80.57983370341148 6.644029553128922, 80.5780508395994 6.643246153994912, 80.57871941352893 6.641679355726892, 80.57849655555242 6.638154059623847, 80.57671369174034 6.635803862221818, 80.57671369174034 6.630711767850753, 80.57894227150544 6.627969870881718, 80.58072513531752 6.627186471747708, 80.58094799329403 6.625619673479688, 80.5780508395994 6.624444574778673, 80.57827369757591 6.622877776510653, 80.5802794193645 6.619352480407608, 80.58117085127054 6.615435484737558, 80.5825079991296 6.614652085603549, 80.5845137209182 6.611910188634514, 80.58518229484773 6.609559991232484, 80.58718801663632 6.607209793830454, 80.59097660223699 6.6060346951294395, 80.59565661974369 6.6009426007583745, 80.5981080574853 6.59898410292335, 80.60367950689806 6.597025605088325, 80.60523951273363 6.597025605088325, 80.60523951273363 6.595850506387309, 80.60301093296853 6.5950671072533, 80.60301093296853 6.591541811150255, 80.60122806915645 6.58879991418122, 80.60145092713296 6.587624815480205, 80.60434808082759 6.58801651504721, 80.60590808666316 6.586058017212185, 80.60390236487457 6.58566631764518, 80.60033663725041 6.581357622408126, 80.59721662557926 6.581357622408126, 80.59632519367322 6.5797908241401055, 80.59342803997859 6.58174932197513, 80.59142231819001 6.58174932197513, 80.59209089211954 6.58018252370711, 80.58986231235444 6.58018252370711, 80.58696515865981 6.578615725439091, 80.58807944854236 6.58018252370711, 80.58406800496518 6.580574223274116, 80.58273085710611 6.5797908241401055, 80.58005656138799 6.58018252370711, 80.57782798162289 6.578615725439091, 80.57760512364638 6.579007425006096, 80.5760451178108 6.579007425006096, 80.57559940185779 6.58174932197513, 80.57270224816315 6.580965922841121, 80.56824508863295 6.582141021542135, 80.56757651470342 6.58018252370711, 80.56601650886785 6.580574223274116, 80.56401078707925 6.579399124573101, 80.56133649136113 6.579399124573101, 80.55687933183093 6.578615725439091, 80.55086216646515 6.578615725439091, 80.5475192968175 6.578224025872085, 80.54484500109939 6.577048927171071, 80.54306213728731 6.574698729769041, 80.5406106995457 6.574307030202036, 80.53615354001549 6.574698729769041, 80.53570782406247 6.577048927171071, 80.5341478182269 6.577048927171071, 80.53236495441482 6.575873828470056, 80.53080494857925 6.576657227604066, 80.52813065286112 6.5762655280370605, 80.52278206142488 6.5762655280370605, 80.51854775987118 6.577440626738076, 80.51743346998863 6.579399124573101, 80.51475917427051 6.578615725439091, 80.51431345831749 6.578615725439091, 80.5123077365289 6.580965922841121, 80.50985629878728 6.582532721109141, 80.50673628711614 6.58566631764518, 80.50851915092822 6.5884082146142156, 80.51119344664635 6.589975012882235, 80.51542774820004 6.589975012882235, 80.51743346998863 6.59193351071726, 80.52590207309602 6.592325210284265, 80.52411920928394 6.5938920085522845, 80.52434206726045 6.599767502057359, 80.51854775987118 6.600159201624365, 80.5167648960591 6.604076197294415, 80.51765632796514 6.608384892531469, 80.51698775403561 6.611126789500504, 80.51409060034098 6.611910188634514, 80.51097058866984 6.611126789500504, 80.5100791567638 6.612301888201519, 80.50740486104567 6.613476986902533, 80.50673628711614 6.614652085603549, 80.50339341746849 6.616218883871569, 80.50227912758594 6.617785682139589, 80.4993819738913 6.618569081273598, 80.49559338829064 6.620527579108623, 80.49447909840809 6.621702677809639, 80.4924733766195 6.622094377376643, 80.49158194471346 6.624444574778673, 80.48957622292487 6.624836274345678, 80.48289048362956 6.6291449695827325, 80.48199905172352 6.630320068283748, 80.4750904544517 6.635020463087807, 80.47219330075707 6.638937458757857, 80.46907328908593 6.642071055293897, 80.4661761353913 6.642854454427907, 80.46461612955572 6.6412876561598875, 80.46506184550874 6.638937458757857, 80.46327898169666 6.637370660489838, 80.4597132540725 6.636978960922832, 80.45882182216646 6.636195561788822, 80.45391894668323 6.635803862221818, 80.45280465680068 6.6342370639537975, 80.45302751477719 6.632278566118773, 80.4510217929886 6.632278566118773, 80.44990750310605 6.629928368716743, 80.44678749143492 6.629536669149738, 80.44389033774029 6.627578171314713, 80.44099318404565 6.631103467417757, 80.43675888249196 6.633845364386793, 80.43252458093826 6.6342370639537975, 80.42650741557249 6.628753270015728, 80.42606169961947 6.627186471747708, 80.42338740390134 6.623269476077658, 80.42205025604228 6.6236611756446635, 80.41848452841812 6.620919278675628, 80.41759309651208 6.619352480407608, 80.41558737472349 6.618177381706594, 80.41291307900536 6.618569081273598, 80.41313593698187 6.617393982572583, 80.41023878328724 6.6150437851705535, 80.41023878328724 6.609559991232484, 80.4051130498275 6.611126789500504, 80.40466733387449 6.609951690799489, 80.40243875410938 6.610343390366494, 80.40154732220334 6.611910188634514)))",5975,3766,2358,2075
